username,department,role,event_type,hour,failed_logins_10m,denied_accesses_10m,unique_resources_30m,off_hours,role_mismatch,device_mismatch,recent_password_reset,successful_recovery,department_resource_mismatch,resource_sensitivity,recent_endpoints_used,time_since_last_event_seconds,sequence_pattern,historical_user_deviation,user_baseline_risk,repeated_resource_accesses,resource_traversal_count,label
lucas,sales,Sales Manager,login_failure,19,5,2,5,1,0,0,1,0,1,5,2,189,repeated_denial,0.71,0.217,5,2,suspicious
freya,sales,Sales Executive,login_failure,11,2,2,3,0,0,0,0,1,0,5,2,529,repeated_denial,0.397,0.332,5,3,suspicious
adam,it,Senior IT Support Engineer,file_access_success,20,0,1,3,1,0,1,0,0,1,2,1,355,mixed_access_pattern,0.454,0.578,4,6,suspicious
ava,hr,Employee Relations Advisor,login_success,19,2,1,7,1,1,0,0,0,1,3,2,327,routine_access,0.342,0.327,7,2,suspicious
daisy,sales,Business Development Executive,file_access_success,4,4,3,6,1,1,0,0,0,1,2,2,336,mixed_access_pattern,0.736,0.409,2,2,suspicious
lucas,sales,Sales Manager,login_failure,10,5,0,6,0,1,0,0,0,1,2,2,339,repeated_denial,0.739,0.266,5,3,suspicious
lily,hr,HR Assistant,login_failure,15,1,3,2,0,1,0,0,1,0,2,3,314,unusual_traversal,0.437,0.311,3,6,suspicious
mason,hr,Recruitment Coordinator,login_failure,23,5,0,6,1,0,1,0,0,1,3,1,596,resource_probe,0.753,0.325,4,2,suspicious
erin,it,Identity and Access Administrator,login_failure,22,2,1,2,1,1,0,0,0,0,3,2,204,mixed_access_pattern,0.687,0.159,1,6,suspicious
mia,hr,HR Administrator,file_access_success,17,0,0,4,0,1,0,0,1,1,3,2,510,resource_probe,0.659,0.16,2,4,suspicious
mia,hr,HR Administrator,file_access_success,6,5,4,4,1,1,0,0,0,1,5,1,31,resource_probe,0.653,0.586,7,6,suspicious
ella,sales,Senior Sales Executive,login_failure,10,5,2,3,0,0,0,0,0,1,5,2,318,routine_access,0.789,0.459,2,2,suspicious
callum,it,IT Support Technician,login_failure,13,3,4,8,0,1,0,0,1,1,3,3,253,routine_access,0.44,0.239,2,6,suspicious
erin,it,Identity and Access Administrator,login_failure,8,4,4,7,0,1,0,1,0,0,2,1,425,resource_probe,0.736,0.352,4,4,suspicious
mia,hr,HR Administrator,login_success,4,0,3,3,1,1,0,0,1,1,4,3,470,resource_probe,0.362,0.304,2,5,suspicious
callum,it,IT Support Technician,file_access_success,23,0,1,3,1,1,0,0,1,0,5,2,557,repeated_denial,0.527,0.297,3,5,suspicious
ben,office_admin,Deputy Office Manager,login_failure,5,3,0,8,1,1,0,1,0,0,2,2,344,mixed_access_pattern,0.516,0.274,6,4,suspicious
ruby,sales,Sales Executive,file_access_denied,6,3,0,6,1,1,0,1,0,0,5,1,461,mixed_access_pattern,0.462,0.26,5,4,suspicious
ben,office_admin,Deputy Office Manager,file_access_success,22,3,3,7,1,1,0,0,0,1,2,2,262,resource_probe,0.557,0.188,7,4,suspicious
owen,it,Endpoint Administrator,file_access_denied,11,3,4,3,0,1,0,1,1,0,4,3,330,unusual_traversal,0.329,0.339,5,5,suspicious
mason,hr,Recruitment Coordinator,login_success,20,1,4,6,1,1,0,0,0,0,2,1,129,resource_probe,0.534,0.194,3,5,suspicious
megan,it,IT Support Engineer,login_success,20,3,1,7,1,1,0,0,0,1,4,1,225,repeated_denial,0.763,0.506,4,6,suspicious
noah,finance,Credit Controller,file_access_denied,16,1,3,4,0,1,0,0,0,1,3,2,549,repeated_denial,0.309,0.498,5,6,suspicious
poppy,sales,Sales Administrator,login_failure,16,3,1,2,0,0,0,0,0,1,4,3,5,repeated_denial,0.653,0.206,6,5,suspicious
daniel,finance,Senior Accountant,login_failure,14,1,3,7,0,1,0,1,0,1,3,1,398,mixed_access_pattern,0.79,0.373,6,3,suspicious
callum,it,IT Support Technician,login_failure,15,3,4,8,0,1,0,0,0,0,3,2,548,unusual_traversal,0.674,0.254,3,7,suspicious
archie,hr,HR Assistant,file_access_denied,9,0,4,4,0,1,0,0,0,0,3,3,393,mixed_access_pattern,0.608,0.218,2,6,suspicious
mason,hr,Recruitment Coordinator,file_access_denied,23,3,3,2,1,0,0,1,0,0,5,3,156,repeated_denial,0.655,0.164,7,5,suspicious
oscar,sales,Sales Executive,login_success,15,4,0,3,0,0,0,0,1,0,4,1,363,routine_access,0.657,0.48,1,5,suspicious
lucy,it,Monitoring and Logging Analyst,login_failure,12,1,3,3,0,0,0,0,0,1,4,1,318,repeated_denial,0.377,0.166,6,5,suspicious
sam,it,Junior IT Support Technician,file_access_success,10,4,1,8,0,0,1,0,1,1,4,3,65,routine_access,0.463,0.261,2,5,suspicious
emma,finance,Accounts Payable Assistant,file_access_success,11,2,0,2,0,0,0,0,0,0,5,3,494,repeated_denial,0.677,0.337,5,3,suspicious
charlie,sales,Sales Support Assistant,login_failure,1,4,3,2,1,0,1,0,0,1,5,2,210,repeated_denial,0.48,0.489,4,5,suspicious
jack,sales,Senior Sales Executive,file_access_denied,7,2,0,4,1,1,0,0,1,0,4,2,268,mixed_access_pattern,0.436,0.323,6,2,suspicious
jack,sales,Senior Sales Executive,login_success,11,1,2,8,0,1,0,0,1,1,3,3,446,unusual_traversal,0.404,0.472,1,5,suspicious
hannah,it,Security Administrator,login_success,5,2,1,2,1,1,0,1,1,1,2,1,599,resource_probe,0.634,0.587,4,7,suspicious
erin,it,Identity and Access Administrator,file_access_denied,17,2,2,5,0,0,0,0,0,1,5,2,488,resource_probe,0.641,0.289,6,6,suspicious
alex,it,IT Manager,login_failure,8,2,2,3,0,0,1,0,0,1,2,2,94,mixed_access_pattern,0.691,0.285,2,7,suspicious
emma,finance,Accounts Payable Assistant,file_access_success,20,5,1,8,1,0,1,0,1,0,4,3,506,routine_access,0.406,0.402,1,4,suspicious
oscar,sales,Sales Executive,file_access_denied,11,3,2,7,0,1,0,0,0,1,5,3,450,unusual_traversal,0.48,0.182,6,4,suspicious
emma,finance,Accounts Payable Assistant,file_access_success,1,2,4,6,1,1,0,1,0,1,4,3,538,unusual_traversal,0.563,0.237,3,3,suspicious
liam,finance,Finance Assistant,file_access_denied,22,1,2,7,1,1,1,1,1,1,2,3,430,mixed_access_pattern,0.505,0.23,7,6,suspicious
olivia,finance,Financial Reporting Accountant,login_failure,13,0,3,7,0,0,1,1,0,0,2,2,413,routine_access,0.671,0.153,4,4,suspicious
rosie,sales,Sales Support Coordinator,file_access_success,9,1,0,3,0,0,0,0,1,0,5,3,162,mixed_access_pattern,0.638,0.486,2,6,suspicious
zoe,it,Systems Administrator,file_access_denied,13,4,2,6,0,0,0,1,1,0,2,3,39,resource_probe,0.62,0.439,3,5,suspicious
adam,it,Senior IT Support Engineer,login_success,23,2,4,8,1,1,0,1,0,1,2,2,288,resource_probe,0.61,0.304,2,6,suspicious
rosie,sales,Sales Support Coordinator,login_failure,15,0,4,5,0,1,0,0,0,1,3,1,579,unusual_traversal,0.564,0.514,4,5,suspicious
ruby,sales,Sales Executive,file_access_success,17,5,0,2,0,0,1,0,0,0,5,1,551,routine_access,0.732,0.256,2,6,suspicious
erin,it,Identity and Access Administrator,login_failure,8,4,1,2,0,0,0,0,0,1,5,2,421,mixed_access_pattern,0.713,0.232,1,4,suspicious
ryan,it,Network Administrator,login_success,5,5,3,5,1,0,0,0,1,1,2,1,479,mixed_access_pattern,0.558,0.409,7,6,suspicious
nina,office_admin,Site Administrator,login_failure,11,0,2,8,0,1,1,0,0,1,3,2,396,routine_access,0.547,0.349,7,7,suspicious
emma,finance,Accounts Payable Assistant,login_failure,18,4,4,8,1,0,1,0,0,0,2,2,553,resource_probe,0.712,0.31,3,5,suspicious
sophie,finance,Payroll Administrator,file_access_denied,21,3,2,4,1,0,1,0,0,1,3,3,190,mixed_access_pattern,0.371,0.554,2,4,suspicious
chloe,hr,HR Advisor,login_failure,4,4,0,3,1,0,1,0,0,1,2,2,592,mixed_access_pattern,0.743,0.593,7,6,suspicious
hannah,it,Security Administrator,login_failure,9,4,3,5,0,1,1,1,1,1,4,1,345,repeated_denial,0.798,0.335,2,4,suspicious
poppy,sales,Sales Administrator,login_failure,12,2,3,3,0,1,0,1,0,1,3,2,18,repeated_denial,0.302,0.426,6,5,suspicious
emma,finance,Accounts Payable Assistant,file_access_denied,23,0,1,3,1,1,0,0,1,0,5,1,189,routine_access,0.627,0.248,2,3,suspicious
nathan,it,Senior Systems Administrator,login_success,15,4,4,7,0,0,0,0,0,1,5,3,37,repeated_denial,0.592,0.579,7,4,suspicious
ella,sales,Senior Sales Executive,login_failure,5,1,3,5,1,1,0,0,0,1,4,2,6,unusual_traversal,0.49,0.531,4,4,suspicious
grace,finance,Finance Manager,login_success,10,1,0,7,0,1,0,0,0,0,2,1,568,unusual_traversal,0.461,0.235,2,3,suspicious
isla,hr,Recruitment Advisor,login_success,13,5,2,2,0,0,0,0,0,1,4,2,280,resource_probe,0.588,0.53,3,2,suspicious
emma,finance,Accounts Payable Assistant,file_access_success,10,1,0,4,0,1,0,0,0,1,3,1,319,mixed_access_pattern,0.36,0.151,2,5,suspicious
archie,hr,HR Assistant,login_success,0,0,1,7,1,1,0,0,0,0,3,2,514,resource_probe,0.557,0.54,7,2,suspicious
freya,sales,Sales Executive,file_access_denied,11,1,2,6,0,1,0,1,1,0,4,1,155,resource_probe,0.446,0.583,6,7,suspicious
jack,sales,Senior Sales Executive,login_success,13,4,3,5,0,0,0,1,0,0,5,3,307,resource_probe,0.791,0.198,2,5,suspicious
sarah,hr,HR Manager,login_failure,11,0,4,2,0,0,1,0,0,1,5,1,276,resource_probe,0.532,0.548,2,5,suspicious
poppy,sales,Sales Administrator,file_access_success,11,1,0,2,0,1,0,0,1,1,2,2,213,repeated_denial,0.43,0.599,1,7,suspicious
hannah,it,Security Administrator,login_success,3,5,2,4,1,1,1,0,1,0,5,1,215,mixed_access_pattern,0.675,0.268,7,2,suspicious
erin,it,Identity and Access Administrator,file_access_denied,21,2,2,7,1,1,0,0,0,0,2,3,352,mixed_access_pattern,0.527,0.244,4,3,suspicious
daisy,sales,Business Development Executive,file_access_denied,3,5,2,5,1,0,1,0,0,0,2,3,348,repeated_denial,0.718,0.48,5,7,suspicious
zoe,it,Systems Administrator,file_access_success,22,0,0,7,1,1,0,0,1,1,3,3,460,resource_probe,0.496,0.492,5,6,suspicious
callum,it,IT Support Technician,login_failure,23,3,3,4,1,1,0,0,0,1,5,1,35,routine_access,0.323,0.411,1,2,suspicious
daniel,finance,Senior Accountant,file_access_success,15,4,1,6,0,1,1,1,0,0,3,2,163,resource_probe,0.334,0.517,7,5,suspicious
harry,hr,People Operations Administrator,file_access_denied,13,1,1,3,0,1,0,0,1,0,2,3,280,mixed_access_pattern,0.301,0.404,6,2,suspicious
hannah,it,Security Administrator,file_access_success,5,0,2,4,1,1,1,0,0,0,3,2,196,routine_access,0.351,0.338,6,2,suspicious
owen,it,Endpoint Administrator,file_access_denied,10,0,1,8,0,1,0,0,1,1,2,1,297,routine_access,0.381,0.536,7,7,suspicious
liam,finance,Finance Assistant,file_access_success,20,0,0,6,1,0,1,0,1,0,4,1,350,resource_probe,0.731,0.193,2,3,suspicious
ruby,sales,Sales Executive,login_failure,18,4,3,5,0,0,0,0,0,0,2,3,222,mixed_access_pattern,0.452,0.182,1,4,suspicious
callum,it,IT Support Technician,login_failure,11,1,3,3,0,1,0,0,0,1,3,2,166,unusual_traversal,0.674,0.424,7,5,suspicious
alex,it,IT Manager,file_access_denied,0,1,4,4,1,0,0,0,0,0,4,3,42,mixed_access_pattern,0.796,0.382,4,6,suspicious
mia,hr,HR Administrator,login_failure,4,4,0,2,1,1,1,0,0,1,3,3,262,routine_access,0.73,0.171,3,2,suspicious
noah,finance,Credit Controller,login_success,23,5,3,8,1,1,0,1,0,0,4,1,13,resource_probe,0.602,0.297,3,5,suspicious
archie,hr,HR Assistant,login_success,15,4,1,8,0,1,0,0,0,1,3,1,115,unusual_traversal,0.512,0.501,5,7,suspicious
callum,it,IT Support Technician,login_success,21,4,2,2,1,1,0,0,0,0,2,1,480,routine_access,0.763,0.591,6,5,suspicious
ruby,sales,Sales Executive,login_success,16,2,2,3,0,1,0,0,0,1,2,1,94,unusual_traversal,0.581,0.216,6,2,suspicious
ben,office_admin,Deputy Office Manager,login_failure,21,3,0,7,1,1,0,0,1,1,4,3,244,repeated_denial,0.534,0.57,5,5,suspicious
alfie,sales,Sales Executive,file_access_denied,3,4,4,8,1,1,0,0,1,1,5,1,255,routine_access,0.579,0.315,6,6,suspicious
isla,hr,Recruitment Advisor,file_access_success,17,5,3,5,0,0,0,0,0,0,5,3,85,resource_probe,0.395,0.23,7,7,suspicious
callum,it,IT Support Technician,file_access_success,3,3,1,2,1,0,0,1,0,1,5,2,266,routine_access,0.522,0.559,1,5,suspicious
jack,sales,Senior Sales Executive,login_failure,17,1,1,4,0,0,0,0,1,0,2,1,554,routine_access,0.705,0.509,4,6,suspicious
lucas,sales,Sales Manager,login_failure,16,4,1,7,0,0,1,0,0,1,3,3,496,mixed_access_pattern,0.324,0.284,7,2,suspicious
liam,finance,Finance Assistant,login_failure,23,0,2,7,1,1,1,0,1,1,4,3,147,repeated_denial,0.658,0.299,6,2,suspicious
alex,it,IT Manager,login_success,9,4,3,2,0,0,1,0,1,1,5,3,145,routine_access,0.633,0.374,3,6,suspicious
owen,it,Endpoint Administrator,file_access_denied,23,4,3,5,1,0,1,1,0,0,4,2,11,mixed_access_pattern,0.591,0.463,6,3,suspicious
jake,finance,Financial Analyst,login_failure,7,5,3,7,1,0,0,1,1,0,2,2,280,repeated_denial,0.637,0.349,1,6,suspicious
chloe,hr,HR Advisor,login_failure,16,1,3,4,0,0,0,0,1,1,3,3,522,repeated_denial,0.639,0.229,1,5,suspicious
megan,it,IT Support Engineer,login_success,20,0,0,6,1,0,0,0,0,1,2,3,144,mixed_access_pattern,0.307,0.163,4,3,suspicious
ben,office_admin,Deputy Office Manager,file_access_denied,15,2,3,7,0,1,0,0,1,0,4,3,100,repeated_denial,0.441,0.478,4,5,suspicious
millie,sales,Account Executive,file_access_denied,7,0,0,2,1,1,0,1,1,1,3,1,530,resource_probe,0.745,0.269,7,6,suspicious
jack,sales,Senior Sales Executive,login_failure,10,3,1,7,0,1,0,0,1,0,4,3,247,mixed_access_pattern,0.316,0.22,7,6,suspicious
grace,finance,Finance Manager,login_success,13,3,2,8,0,1,0,1,0,1,3,1,478,mixed_access_pattern,0.423,0.596,5,7,suspicious
ethan,hr,HR Advisor,login_success,16,3,2,5,0,1,0,0,1,0,3,2,600,routine_access,0.37,0.508,6,4,suspicious
jake,finance,Financial Analyst,file_access_denied,9,2,0,2,0,0,0,0,0,0,5,3,47,mixed_access_pattern,0.442,0.276,2,6,suspicious
george,sales,Business Development Executive,file_access_denied,23,1,2,7,1,1,0,1,0,1,4,2,154,mixed_access_pattern,0.687,0.388,7,6,suspicious
olivia,finance,Financial Reporting Accountant,file_access_denied,23,0,1,6,1,1,0,0,0,0,4,2,550,unusual_traversal,0.661,0.218,4,2,suspicious
charlie,sales,Sales Support Assistant,file_access_success,15,0,0,4,0,0,0,0,1,1,5,3,519,routine_access,0.356,0.257,7,6,suspicious
theo,sales,Junior Sales Executive,login_failure,12,4,1,3,0,0,0,0,1,0,2,2,516,routine_access,0.702,0.454,7,3,suspicious
daisy,sales,Business Development Executive,file_access_success,14,5,1,8,0,0,0,1,0,0,5,2,254,repeated_denial,0.598,0.298,3,5,suspicious
adam,it,Senior IT Support Engineer,login_success,18,5,4,2,1,0,1,0,0,0,4,2,271,routine_access,0.761,0.455,3,2,suspicious
ava,hr,Employee Relations Advisor,file_access_success,16,0,2,3,0,0,0,0,1,0,3,3,446,repeated_denial,0.391,0.533,1,6,suspicious
daniel,finance,Senior Accountant,login_success,8,0,2,5,0,1,0,0,1,0,2,3,177,resource_probe,0.345,0.244,6,4,suspicious
amelia,hr,Senior HR Advisor,login_failure,9,4,3,5,0,0,0,0,1,0,2,2,258,repeated_denial,0.784,0.404,3,6,suspicious
emma,finance,Accounts Payable Assistant,file_access_denied,13,1,3,2,0,0,0,0,1,0,5,2,457,routine_access,0.777,0.257,7,7,suspicious
ella,sales,Senior Sales Executive,file_access_success,3,4,4,3,1,1,0,0,0,1,2,2,32,routine_access,0.403,0.491,3,3,suspicious
rosie,sales,Sales Support Coordinator,file_access_denied,15,4,0,6,0,1,0,0,0,1,5,2,116,unusual_traversal,0.738,0.537,2,2,suspicious
jake,finance,Financial Analyst,login_failure,13,2,1,3,0,1,0,1,0,1,2,3,109,repeated_denial,0.538,0.442,4,3,suspicious
sophie,finance,Payroll Administrator,file_access_success,20,5,1,5,1,1,1,0,0,1,3,2,212,unusual_traversal,0.493,0.538,1,3,suspicious
daniel,finance,Senior Accountant,file_access_success,18,5,2,5,1,0,0,0,0,0,4,2,365,unusual_traversal,0.655,0.354,2,5,suspicious
callum,it,IT Support Technician,file_access_denied,10,1,3,4,0,1,1,0,1,1,4,3,21,mixed_access_pattern,0.681,0.262,5,2,suspicious
noah,finance,Credit Controller,file_access_success,22,2,3,3,1,0,1,0,0,1,2,2,171,unusual_traversal,0.329,0.437,7,6,suspicious
emma,finance,Accounts Payable Assistant,login_success,5,2,3,2,1,0,1,0,0,1,5,1,573,unusual_traversal,0.576,0.357,6,4,suspicious
freya,sales,Sales Executive,login_failure,14,0,3,6,0,0,0,0,0,0,5,3,222,unusual_traversal,0.749,0.194,7,3,suspicious
callum,it,IT Support Technician,login_failure,0,1,4,3,1,1,0,1,0,0,4,3,382,resource_probe,0.742,0.219,7,3,suspicious
ava,hr,Employee Relations Advisor,file_access_denied,15,1,0,3,0,1,1,1,0,1,2,2,233,repeated_denial,0.535,0.494,6,5,suspicious
ella,sales,Senior Sales Executive,login_failure,17,3,3,5,0,0,0,1,0,1,5,2,429,unusual_traversal,0.396,0.399,3,5,suspicious
mason,hr,Recruitment Coordinator,login_failure,13,1,2,6,0,1,0,0,1,1,3,2,528,routine_access,0.671,0.449,7,2,suspicious
alex,it,IT Manager,file_access_success,4,2,4,4,1,0,0,0,0,1,5,2,116,resource_probe,0.603,0.174,6,6,suspicious
mason,hr,Recruitment Coordinator,file_access_success,4,3,0,2,1,1,0,1,0,0,5,1,47,unusual_traversal,0.49,0.347,3,7,suspicious
callum,it,IT Support Technician,file_access_denied,15,3,0,4,0,0,0,0,0,1,3,1,474,mixed_access_pattern,0.652,0.559,4,2,suspicious
adam,it,Senior IT Support Engineer,login_failure,10,1,1,5,0,1,0,0,0,0,5,3,267,routine_access,0.485,0.542,4,6,suspicious
jack,sales,Senior Sales Executive,login_failure,18,5,4,7,0,1,0,0,0,0,2,2,574,unusual_traversal,0.348,0.21,1,5,suspicious
ben,office_admin,Deputy Office Manager,file_access_denied,16,4,4,6,0,0,0,1,0,0,2,2,299,mixed_access_pattern,0.601,0.194,3,2,suspicious
ella,sales,Senior Sales Executive,file_access_success,3,2,2,4,1,1,0,0,0,1,4,2,324,routine_access,0.642,0.501,5,2,suspicious
jake,finance,Financial Analyst,login_success,1,0,4,2,1,0,0,0,0,1,5,1,400,mixed_access_pattern,0.695,0.551,7,4,suspicious
freya,sales,Sales Executive,file_access_denied,9,4,3,8,0,0,0,0,0,1,4,1,259,resource_probe,0.499,0.165,1,2,suspicious
amelia,hr,Senior HR Advisor,file_access_denied,22,1,0,5,1,1,1,0,0,1,5,2,367,repeated_denial,0.667,0.229,1,6,suspicious
amelia,hr,Senior HR Advisor,login_failure,23,3,3,8,1,0,0,0,1,0,5,3,580,routine_access,0.572,0.462,7,7,suspicious
george,sales,Business Development Executive,file_access_success,20,1,4,6,1,0,1,0,0,1,3,1,550,mixed_access_pattern,0.481,0.439,1,2,suspicious
erin,it,Identity and Access Administrator,login_success,20,4,0,4,1,1,0,0,0,0,4,1,252,routine_access,0.692,0.184,5,7,suspicious
poppy,sales,Sales Administrator,login_success,13,2,4,8,0,0,0,0,1,0,2,3,411,routine_access,0.312,0.474,6,5,suspicious
sam,it,Junior IT Support Technician,file_access_success,23,4,3,5,1,1,0,0,1,0,4,3,391,resource_probe,0.508,0.246,5,4,suspicious
nina,office_admin,Site Administrator,login_success,23,1,4,6,1,1,0,0,1,0,3,2,190,mixed_access_pattern,0.671,0.532,6,6,suspicious
emma,finance,Accounts Payable Assistant,login_success,9,2,1,2,0,0,0,1,1,0,2,2,110,unusual_traversal,0.577,0.416,4,2,suspicious
hannah,it,Security Administrator,file_access_success,10,3,4,2,0,1,0,1,0,1,4,2,114,resource_probe,0.553,0.359,7,5,suspicious
chloe,hr,HR Advisor,login_success,1,2,4,4,1,1,0,1,0,0,3,3,188,mixed_access_pattern,0.322,0.495,7,5,suspicious
lucas,sales,Sales Manager,file_access_denied,0,3,3,2,1,1,1,0,0,0,2,2,30,resource_probe,0.668,0.161,2,2,suspicious
ethan,hr,HR Advisor,file_access_denied,9,4,2,7,0,1,0,0,0,0,5,2,534,unusual_traversal,0.391,0.524,6,3,suspicious
sam,it,Junior IT Support Technician,login_failure,10,2,3,6,0,0,0,1,1,1,5,2,570,mixed_access_pattern,0.402,0.45,7,7,suspicious
george,sales,Business Development Executive,file_access_success,6,1,2,7,1,1,1,1,0,0,5,2,144,repeated_denial,0.701,0.513,1,3,suspicious
ethan,hr,HR Advisor,login_failure,10,1,4,3,0,1,0,1,0,1,4,1,145,mixed_access_pattern,0.39,0.556,2,3,suspicious
lucy,it,Monitoring and Logging Analyst,login_failure,21,1,3,8,1,1,0,0,0,1,4,1,298,mixed_access_pattern,0.722,0.585,2,3,suspicious
ryan,it,Network Administrator,file_access_success,17,3,3,2,0,0,0,0,1,1,5,2,122,routine_access,0.779,0.358,1,5,suspicious
grace,finance,Finance Manager,file_access_success,4,0,2,4,1,1,0,0,0,0,3,1,520,repeated_denial,0.468,0.281,1,3,suspicious
alfie,sales,Sales Executive,login_success,1,3,4,8,1,0,1,0,1,0,5,2,543,resource_probe,0.471,0.562,4,5,suspicious
owen,it,Endpoint Administrator,login_success,3,1,3,4,1,0,0,0,0,1,2,1,390,unusual_traversal,0.406,0.509,2,2,suspicious
ryan,it,Network Administrator,file_access_denied,12,0,0,3,0,0,0,0,0,0,2,3,102,resource_probe,0.75,0.356,5,6,suspicious
alfie,sales,Sales Executive,login_success,17,5,2,7,0,0,1,0,1,1,2,1,517,mixed_access_pattern,0.341,0.578,6,7,suspicious
ben,office_admin,Deputy Office Manager,login_failure,13,3,4,8,0,0,0,1,0,0,2,3,125,mixed_access_pattern,0.628,0.362,6,3,suspicious
megan,it,IT Support Engineer,login_failure,0,5,0,4,1,0,0,0,0,0,3,3,161,unusual_traversal,0.354,0.381,4,6,suspicious
ella,sales,Senior Sales Executive,file_access_success,20,5,3,6,1,0,0,0,1,1,3,3,213,unusual_traversal,0.582,0.353,2,5,suspicious
sophie,finance,Payroll Administrator,file_access_success,3,4,4,6,1,1,0,0,1,0,3,3,488,routine_access,0.347,0.26,7,4,suspicious
sam,it,Junior IT Support Technician,file_access_success,12,5,1,3,0,0,0,0,0,1,3,3,383,unusual_traversal,0.385,0.3,1,3,suspicious
sophie,finance,Payroll Administrator,login_failure,23,4,3,2,1,1,0,1,1,1,5,2,540,resource_probe,0.721,0.315,2,7,suspicious
lucy,it,Monitoring and Logging Analyst,login_success,3,3,2,7,1,1,0,0,1,0,3,2,404,unusual_traversal,0.67,0.314,1,5,suspicious
victoria,office_admin,Office Manager,login_success,23,1,0,4,1,0,0,1,0,1,2,2,590,routine_access,0.796,0.255,2,6,suspicious
emma,finance,Accounts Payable Assistant,file_access_denied,20,3,1,2,1,1,1,1,0,0,3,2,250,resource_probe,0.313,0.456,1,6,suspicious
daniel,finance,Senior Accountant,file_access_denied,3,0,3,7,1,1,1,0,0,1,3,2,367,mixed_access_pattern,0.469,0.502,2,3,suspicious
sarah,hr,HR Manager,login_success,12,4,0,4,0,1,1,0,1,1,3,2,225,mixed_access_pattern,0.668,0.15,5,5,suspicious
harry,hr,People Operations Administrator,login_success,6,1,0,6,1,1,0,0,0,1,2,2,95,routine_access,0.393,0.519,1,4,suspicious
freya,sales,Sales Executive,login_failure,10,0,4,5,0,1,0,0,0,1,3,2,552,unusual_traversal,0.316,0.367,1,4,suspicious
henry,sales,Account Executive,file_access_success,8,4,0,5,0,0,0,1,0,0,2,1,555,repeated_denial,0.413,0.449,5,4,suspicious
ruby,sales,Sales Executive,file_access_denied,18,5,4,4,1,0,0,0,0,1,4,1,580,routine_access,0.659,0.203,5,6,suspicious
millie,sales,Account Executive,login_success,16,2,4,8,0,1,0,0,0,0,3,1,43,unusual_traversal,0.438,0.282,6,5,suspicious
victoria,office_admin,Office Manager,file_access_denied,18,2,2,3,1,0,1,0,0,1,3,3,113,unusual_traversal,0.686,0.438,7,5,suspicious
victoria,office_admin,Office Manager,login_success,5,1,2,8,1,0,1,0,0,0,5,2,215,resource_probe,0.432,0.34,3,4,suspicious
sophie,finance,Payroll Administrator,login_failure,10,3,3,7,0,0,1,1,1,0,2,2,440,repeated_denial,0.345,0.237,4,2,suspicious
ella,sales,Senior Sales Executive,file_access_denied,1,3,3,2,1,1,0,0,0,1,3,2,134,resource_probe,0.438,0.455,7,4,suspicious
grace,finance,Finance Manager,login_failure,9,1,4,4,0,1,0,0,0,0,3,1,431,mixed_access_pattern,0.479,0.543,2,2,suspicious
jack,sales,Senior Sales Executive,login_success,19,0,0,3,1,0,0,0,0,1,3,1,43,resource_probe,0.527,0.494,7,4,suspicious
henry,sales,Account Executive,login_success,21,0,0,6,1,0,0,0,1,0,2,3,285,mixed_access_pattern,0.605,0.397,3,2,suspicious
george,sales,Business Development Executive,login_failure,5,3,1,4,1,1,0,0,0,1,3,2,214,unusual_traversal,0.764,0.341,6,4,suspicious
victoria,office_admin,Office Manager,login_failure,10,4,2,4,0,1,0,0,0,1,4,3,458,unusual_traversal,0.57,0.361,2,5,suspicious
ella,sales,Senior Sales Executive,file_access_success,16,5,4,8,0,0,0,0,0,1,2,3,285,routine_access,0.522,0.341,4,3,suspicious
mia,hr,HR Administrator,login_success,22,2,4,8,1,0,0,0,0,1,5,1,17,repeated_denial,0.407,0.541,4,2,suspicious
ruby,sales,Sales Executive,file_access_success,18,0,0,7,0,1,1,0,0,1,2,3,171,mixed_access_pattern,0.407,0.182,3,2,suspicious
jake,finance,Financial Analyst,login_failure,17,5,2,6,0,1,0,0,0,1,2,3,336,routine_access,0.372,0.227,5,6,suspicious
owen,it,Endpoint Administrator,login_success,21,1,1,4,1,0,0,1,0,0,5,3,99,repeated_denial,0.71,0.261,5,3,suspicious
sophie,finance,Payroll Administrator,login_failure,20,3,4,8,1,1,1,0,0,1,5,2,351,mixed_access_pattern,0.448,0.285,7,5,suspicious
owen,it,Endpoint Administrator,file_access_success,1,4,4,6,1,1,0,0,0,0,3,1,367,unusual_traversal,0.576,0.186,5,3,suspicious
grace,finance,Finance Manager,file_access_denied,3,5,2,2,1,0,0,0,1,0,2,2,205,routine_access,0.754,0.427,2,4,suspicious
noah,finance,Credit Controller,login_failure,12,5,1,4,0,0,0,0,0,1,3,3,123,routine_access,0.737,0.315,3,4,suspicious
leo,hr,Learning and Development Coordinator,file_access_denied,19,3,2,8,1,0,0,0,0,0,4,1,539,resource_probe,0.378,0.273,2,7,suspicious
daniel,finance,Senior Accountant,login_failure,19,4,1,4,1,1,1,0,0,1,5,1,226,resource_probe,0.608,0.566,1,2,suspicious
sophie,finance,Payroll Administrator,login_failure,17,0,0,4,0,1,1,0,0,1,5,3,397,mixed_access_pattern,0.532,0.217,7,7,suspicious
daniel,finance,Senior Accountant,file_access_denied,10,2,1,3,0,1,0,0,0,1,4,1,20,unusual_traversal,0.725,0.568,5,5,suspicious
